Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
21/05/2017,14:50,25/05/2017,20:57,2,SU 42176 15239,Roe Deer,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,09:16,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,09:51,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,15:33,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,15:56,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,19:28,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,19:35,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,07:33,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,09:49,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,10:10,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,12:38,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,19:19,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,22:10,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,23:09,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,03:07,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,07:09,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,08:25,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,08:35,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,26/05/2017,08:43,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,07:33,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,09:49,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,10:10,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,12:38,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,14:12,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,19:19,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,22:20,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,27/05/2017,23:09,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
