"","Date","Species","latin","Time","Weather","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Method","Any.other.comments","team","loc","month"
"121","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:20",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"122","29/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:03",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"123","02/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:17",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"124","15/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:07",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"125","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:30",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"126","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:30",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"127","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:37",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"128","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:46",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"129","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:57",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"130","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:31",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"131","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:36",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"132","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:47",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"133","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:56",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"134","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:50",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"135","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:57",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"136","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:27",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"137","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:55",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"138","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:55",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"139","03/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"140","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:29",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"141","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:18",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"142","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:44",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"143","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"144","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:46",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"145","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:46",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"146","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:00",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"147","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:07",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"148","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:07",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"149","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:08",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"150","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"151","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"152","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"153","07/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:46",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"154","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:49",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"155","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:50",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"156","03/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:04",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"157","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:50",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"158","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:51",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"159","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:51",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"160","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:19",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"161","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:03",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"162","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:55",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"163","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:21",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"164","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:22",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"165","03/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"166","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:24",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"167","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:28",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"168","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:48",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"169","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:26",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"170","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:06",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"171","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:27",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"172","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:06",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"173","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:49",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"174","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:06",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"175","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:27",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"176","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"177","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"178","03/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:43",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"179","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:39",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"180","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"181","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:44",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"182","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"183","01/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:18",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"184","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:31",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"185","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:08",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"186","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:55",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"187","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"188","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:09",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"189","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:32",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"190","09/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:26",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"191","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"192","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:48",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"193","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:11",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"194","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:32",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"195","03/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:09",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"196","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"197","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:10",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"198","09/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"199","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:33",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"200","09/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
