"","Date","Species","latin","Time","Weather","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Method","Any.other.comments","team","loc","month"
"3539","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3540","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3541","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3542","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3543","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3544","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:29",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3545","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:11",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3546","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:29",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3547","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:48",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3548","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:13",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3549","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3550","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:54",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3551","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:57",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3552","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:54",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3553","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:08",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3554","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:57",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3555","30/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:48",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"3556","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:01",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3557","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:14",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3558","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:29",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3559","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:24",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3560","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:03",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3561","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3562","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:32",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3563","25/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:09",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3564","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3565","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3566","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:49",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3567","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:50",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3568","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3569","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:04",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3570","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3571","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3572","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:50",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3573","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3574","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:22",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3575","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:50",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3576","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:32",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3577","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3578","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:54",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3579","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3580","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:06",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3581","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3582","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:25",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3583","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:25",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3584","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3585","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:14",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3586","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:26",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3587","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3588","26/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:09",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3589","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:01",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3590","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3591","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3592","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:03",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3593","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3594","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:04",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3595","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3596","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:26",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3597","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3598","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3599","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3600","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3601","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3602","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:37",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3603","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:25",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3604","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:29",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3605","31/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:09",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3606","26/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:11",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3607","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3608","10/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3609","26/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:57",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3610","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3611","24/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:55",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3612","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:16",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3613","28/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:30",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3614","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:36",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3615","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:00",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3616","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:00",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3617","16/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3618","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3619","05/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3620","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3621","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3622","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3623","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3624","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3625","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3626","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3627","05/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3628","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3629","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3630","11/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3631","29/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3632","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:31",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3633","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:33",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3634","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3635","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3636","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:00",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3637","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:39",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3638","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:07",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3639","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:07",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3640","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3641","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3642","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:08",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3643","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:57",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3644","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:57",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3645","06/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:16",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3646","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:03",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3647","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:46",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3648","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:13",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3649","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:13",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3650","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:11",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3651","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:16",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3652","11/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3653","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:16",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3654","25/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:19",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3655","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:34",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3656","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3657","19/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3658","19/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:03",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
